filthy	0.017	41	43
mushy	0.138	27	25
wrinkled	-0.524	4	8
gross	-1.338	159	649
rotation	0.309	22	17
acronym	1.227	15	4
directed	0.798	49	23
spelt	0.613	70	40
lamb	0.891	134	58
burning	-0.596	195	378
recommendations	1.499	188	44
confusion	0.189	50	44
trippin	-0.629	34	69
deny	-0.480	17	30
dangerous	0.192	132	116
dancin	0.499	50	32
technology	0.073	209	207
borrowing	0.447	21	14
drastic	-0.447	8	14
rhymes	0.815	52	24
git	0.081	57	56
feat	2.153	96	11
cared	-0.629	20	41
familiar	1.241	171	52
attempting	-0.638	111	225
laughing	1.020	673	258
chick	0.390	362	261
w8	-0.194	16	21
album	1.007	2231	868
whore	0.071	144	143
obvious	0.551	126	77
cloud	0.210	175	151
spelling	0.477	197	130
bad	-1.667	3430	19360
thang	0.934	116	48
imagined	0.329	29	22
mind	0.238	1733	1456
smiles	2.285	377	40
path	0.329	89	68
sore	-1.922	425	3102
phrase	1.387	123	32
far	-0.102	3038	3585
rocks	1.360	975	266
hating	-1.573	93	482
stopping	0.373	153	112
aware	0.292	102	81
easily	0.235	228	192
girly	0.945	197	81
someone's	-0.127	132	160
scare	-0.453	101	170
haters	0.466	141	94
moon	1.165	1774	589
opinion	1.263	301	90
required	0.205	90	78
emo	-0.567	107	202
facts	1.056	88	32
chocolates	0.481	84	55
auto	-0.051	122	137
counts	0.852	142	64
craft	0.647	94	52
safely	1.006	230	89
outfits	0.664	61	33
annoy	0.163	73	66
offense	0.064	18	18
intro	0.951	135	55
influence	0.745	84	42
surprises	1.414	107	27
pale	-0.649	49	101
lived	-0.598	288	559
business	1.316	6	1
listened	0.819	348	163
4get	-0.177	21	27
beat	0.264	1022	836
behave	0.834	66	30
addicting	1.093	153	54
nonsense	0.276	67	54
assholes	-0.725	29	65
amuse	1.219	53	16
googling	0.088	40	39
pools	0.091	36	35
flirting	0.275	41	33
shirtless	1.037	44	16
don	-0.271	155	217
quiet	0.162	725	657
throwing	-0.853	137	344
quietly	0.389	35	25
classy	1.415	111	28
rotate	0.389	17	12
engaged	0.709	81	42
sweetest	1.595	184	39
arguing	-0.126	47	57
interrupt	-0.119	4	5
worship	1.520	192	44
ads	-0.059	144	163
afterward	0.260	27	22
explosions	0.706	18	9
whip	0.656	84	46
hiding	-0.223	174	232
typos	-0.087	36	42
laughed	0.407	233	165
pastor	1.211	125	39
occasion	0.678	60	32
crossed	0.678	546	295
prop	-0.087	36	42
grateful	1.580	286	62
24/7	0.142	79	73
adore	1.235	241	74
achieve	1.369	58	15
men	0.429	721	500
rank	0.221	47	40
native	0.368	60	44
discovered	0.281	316	254
amazing	1.270	8686	2599
freak	0.073	221	219
doubt	-0.389	324	510
kinds	0.228	171	145
nicer	0.668	182	99
certainly	1.004	519	202
angel	0.241	368	308
bothering	-1.252	32	122
quotes	1.407	229	59
alone	-1.404	762	3311
cheesy	1.028	159	60
shame	-1.544	401	2006
intended	0.675	58	31
agree	0.722	1943	1005
need	-0.456	12179	20478
developer	0.681	101	54
guns	0.299	104	82
sweetheart	1.159	304	101
attention	0.602	405	236
issues	-0.932	292	792
personally	0.936	219	91
over	-0.315	9381	13698
hook	0.642	254	142
shady	-0.239	33	45
awesomeness	1.775	237	42
angry	-1.301	173	680
substitute	0.342	36	27
voting	1.093	461	164
thousands	0.437	76	52
all	0.024	39662	41278
you're	0.932	12911	5420
mess	-0.587	362	695
nervous	-0.679	391	823
hardly	-0.678	229	482
looked	-0.081	1024	1184
darling	0.828	377	175
stalking	0.584	142	84
published	1.347	100	27
g	0.380	478	348
asking	0.610	747	432
accurate	0.644	49	27
fool	0.070	162	161
earth	0.427	505	351
sarcasm	0.779	89	43
quantity	1.120	22	7
song	1.161	6868	2292
giddy	1.385	89	23
visited	0.387	151	109
hottest	0.566	113	68
dwell	0.623	6	3
figured	0.776	621	304
agesss	-0.406	4	7
slash	0.612	44	25
argument	-0.114	66	79
secretly	0.422	72	50
tattoos	0.747	102	51
crime	0.018	105	110
suspense	0.307	36	28
streak	-0.430	46	76
complaints	0.064	20	20
makeup	0.447	307	209
cheat	-0.078	58	67
youll	0.733	81	41
hangovers	-0.747	31	71
wasted	-0.968	148	417
particular	0.376	107	78
sharing	2.003	854	122
blame	-0.083	302	350
volunteer	0.765	118	58
chilling	1.033	629	238
geek	1.363	10	2
marketing	1.162	5	1
pun	0.564	65	39
knew	0.056	1411	1422
press	0.293	306	243
expect	0.626	371	211
slap	0.354	110	82
decided	0.113	1075	1023
hungover	-1.376	94	400
hilarious	1.621	1224	257
fail	-1.571	492	2527
thanks	1.884	33985	5504
school	-0.418	6581	10655
glad	1.375	8110	2184
surprise	0.985	650	258
hear	-0.122	3865	4655
judge	0.338	99	75
neon	0.788	65	31
tonic	0.921	32	13
pro	0.156	439	400tree	0.156	428	390
unpacking	-0.138	93	114
august	-0.108	554	658
charity	1.204	196	62
newbie	1.281	97	28
breaking	-0.745	293	659
cheers	1.989	1110	161
spammer	-0.026	31	34
forgot	-0.909	1432	3789
crowds	-0.003	28	30
biscuit	0.138	55	51
alcoholic	0.209	36	31
superstar	1.554	70	15
dime	0.560	22	13
shorten	0.801	22	10
chatty	1.045	39	14
soldier	-0.004	42	45
failed	-1.813	188	1234
trekkie	1.768	21	3
rant	0.903	117	50
freshman	0.375	70	51
sneeze	-1.623	19	107
considered	0.681	114	61
msg	0.195	234	205
lonely	-2.220	183	1805
sexual	0.646	67	37
owe	0.462	212	142
humidity	-1.464	37	174
vain	-0.512	17	31
plates	0.112	41	39
butts	0.412	33	23
admit	0.701	381	201
context	1.232	73	22
NOT FOUND
NOT FOUND
thanx	1.703	1071	207
label	0.841	86	39
highly	1.105	356	125
bitter	-0.498	72	127
homemade	1.244	266	81
stones	0.064	68	68
cha	0.554	128	78
require	-0.049	41	46
difficult	-0.892	241	628
increase	0.019	65	68
odd	0.177	336	300
peek	1.577	108	23
political	0.579	66	39
appreciate	2.058	1329	180
salmon	0.826	119	55
ironic	0.462	69	46
wallpaper	1.069	122	44
googled	-0.047	59	66
perfume	0.148	61	56
naturally	0.501	95	61
familiar	1.241	171	52
nerds	1.045	87	32
measure	1.037	44	16
man's	0.478	58	38
NOT FOUND
exhausting	0.011	109	115
nerd	0.997	304	119
bat	0.246	119	99
referring	0.960	124	50
sarcasm	0.779	89	43
dig	1.220	266	83
intelligent	1.585	86	18
technically	0.500	129	83
dyed	0.517	84	53
greatness	1.111	56	19
bot	-0.027	62	68
curb	-0.342	23	35
tipsy	0.571	82	49
saying	-0.024	1271	1387
better	0.241	11451	9593
fails	-0.913	63	169
welcome	2.494	6614	581
thank	2.035	15446	2150
listening	1.071	5287	1931
tall	0.472	178	118
hide	-0.136	184	225
potential	0.475	159	105
mate	0.845	938	429
blocked	-1.435	150	675
required	0.205	90	78
awsome	1.309	423	121
tone	0.358	105	78
friendship	0.339	132	100
dressing	0.389	107	77
lah	-0.102	71	84
counting	0.426	430	299
corner	0.064	308	308
fool	0.070	162	161
u'll	0.995	202	79
relevant	0.833	40	18
risk	0.121	89	84
salsa	0.543	133	82
advertising	0.355	98	73
linked	0.875	98	43
sequel	0.837	64	29
opinions	1.477	73	17
president	0.530	144	90
language	0.577	318	190
quote	2.010	20	2
personal	0.617	573	329
spoilers	-0.516	27	49
natural	0.815	245	115
anyone's	0.400	41	29
singer	1.111	324	113
ditch	-0.839	29	73
compared	0.128	127	119
swear	-0.364	404	620
sucking	-1.042	46	141
handsome	1.585	228	49
melt	0.152	82	75
shaved	0.109	67	64
steal	0.199	189	165
trading	0.118	56	53
gifts	0.876	159	70
kiddos	0.673	113	61
temptation	0.189	50	44
comparison	0.264	43	35
apologise	-0.013	24	26
flown	-0.029	30	33
specific	0.319	79	61
pumped	1.240	281	86
alien	0.611	82	47
thanking	1.928	141	21
burst	-0.667	52	109
mistake	-0.710	183	398
cloth	0.064	27	27
fault	-1.046	149	454
@	-0.060	5271	5968
flirting	0.275	41	33
timezone	0.064	20	20
wayy	0.113	61	58
surname	1.673	19	3
beauty	1.135	431	147
planning	0.701	939	496
crash	-0.921	215	577
tried	-1.218	998	3597
dangerous	0.192	132	116
terribly	-1.909	51	373
cheating	-0.917	44	119
sad	-2.709	0	15
curious	1.335	491	137
beats	0.584	201	119
novel	0.777	150	73
guessed	0.310	77	60
apologize	-0.447	83	139
imagination	0.757	71	35
unique	1.622	170	35
tune	1.515	460	107
happiness	1.241	447	137
mate	0.845	938	429
negative	-0.256	121	167
thanks	1.884	33985	5504
stalker	-0.104	92	109
that	0.009	68926	72777
surprise	0.985	650	258
agree	0.722	1943	1005
wise	0.736	232	118
opens	-0.045	86	96
obsession	0.893	125	54
sayin	0.742	259	131
twisted	-0.243	88	120
leading	0.237	87	73
scary	-0.729	591	1307
contain	0.803	43	20
government	-0.333	77	115
clown	0.142	52	48
overload	-0.083	56	65
exclusive	0.654	82	45
personality	1.041	100	37
rocking	1.114	259	90
ignore	0.148	245	225
asses	-0.181	46	59
owned	0.208	103	89
effective	0.714	68	35
hectic	-0.035	124	137
knight	0.739	278	141
2
deny	-0.480	17	30
shaving	-0.827	31	77
pleasure	2.274	847	92
product	0.707	214	112
fabulous	1.583	840	183
old	-0.050	5027	5633
statement	0.855	191	86
dear	0.018	1742	1823
professional	0.871	156	69
bay	0.266	387	316
blues	-0.261	215	298
laugh	1.383	1578	421
matters	0.865	175	78
you'd	0.856	781	353
surprising	0.862	59	26
chain	-0.214	102	135
guilt	-0.629	36	73
entirely	-0.061	82	93
radar	-0.426	37	61
addict	0.558	122	74
printed	0.716	95	49
gadget	0.698	82	43
fine	0.706	2821	1483
definately	0.650	256	142
bug	-0.730	306	678
losing	-1.585	192	1003
that'd	0.964	213	86
killer	-0.273	226	317
writer	1.093	167	59
logo	0.906	259	111
thx	1.728	2122	401
settle	-0.264	141	196
college	-0.332	1018	1513
dumb	-0.718	280	613
religion	0.203	99	86
waste	-0.906	200	529
panic	-0.504	118	209
literally	-0.573	283	536
half	-0.313	2015	2937
wins	0.898	393	170
word	0.814	1820	859
nothin	-0.471	197	337
distractions	0.034	32	33
enjoyed	1.375	1446	389
u're	0.897	213	92
fluffy	0.388	82	59
risk	0.121	89	84
commenting	0.972	61	24
rise	0.724	332	171
assume	0.582	135	80
lyrics	1.096	381	135
powerful	1.302	137	39
compare	1.175	81	26
noticed	-0.004	483	517
dead	-1.174	766	2644
lovely	1.163	4405	1466
joking	0.442	161	110
kissed	0.159	65	59
someday	0.797	401	192
naughty	0.360	159	118
truth	0.401	345	246
designer	0.963	149	60
lead	0.349	301	226
biscuits	0.435	115	79
shirt	0.448	952	648
minded	0.528	34	21
front	-0.014	908	981
dancer	1.297	102	29
beautiful	1.128	5988	2064
you've	0.870	1628	726
creepy	-0.207	218	286
homework	-0.927	868	2339
talented	1.573	379	83
listened	0.819	348	163
care	0.316	1645	1278
prefer	1.031	554	210
faith	0.826	329	153
before	-0.164	5662	7111
matter	0.040	253	259
smart	1.115	583	203
insulted	-0.483	10	18
pulled	-1.052	210	643
religious	-0.249	29	40
ignorant	0.036	34	35
somewhat	0.219	180	154
melting	-0.242	69	94
advert	0.769	80	39
creeper	-0.235	22	30
scope	0.064	17	17
names	0.695	388	206
compliment	2.449	303	27
supplies	0.498	87	56
ho	0.185	287	254
anal	0.556	35	21
feast	0.308	59	46
organic	0.665	114	62
to-do	0.584	68	40
equal	0.556	53	32
intention	0.336	20	15
dual	-0.034	38	42
arriving	0.287	84	67
skool	-0.661	154	319
gets	-0.197	1663	2159
name	0.843	3351	1537
prom	0.419	701	491
hog	-0.662	14	30
snooze	0.207	59	51
conspiracy	0.539	36	22
ff	2.289	851	91
females	0.175	37	33
exception	0.555	66	40
serial	-0.034	38	42
dreaded	-1.258	23	89
jumps	0.424	42	29
salvation	0.757	155	77
stare	0.016	60	63
laughin	0.064	31	31
followfriday	2.992	2447	130
backwards	-0.191	61	79
low	-0.498	540	948
hobby	0.734	87	44
monsters	0.668	107	58
daft	0.677	47	25
brazilian	0.486	118	77
strike	-0.202	101	132
wolf	0.400	104	74
suggestion	1.143	205	69
champagne	1.117	151	52
prick	-0.090	17	20
union	0.271	95	77
raised	0.712	129	67
tests	-0.905	171	452
absence	-0.260	33	46
wasting	-0.642	77	157
vids	0.678	330	178
hammer	0.293	82	65
spam	-0.513	290	517
complain	0.064	88	88
eyeliner	0.151	35	32
village	0.542	141	87
teasing	0.041	88	90
weights	0.064	52	52
charm	0.913	151	64
confuse	-0.415	43	70
discovery	0.643	90	50
applies	1.604	41	8
movin	-0.046	68	76
vagina	-0.083	37	43
exact	0.402	187	133
loving	1.492	2519	603
k	0.436	990	682
seriously	-0.455	1569	2636
gorgeous	1.061	1528	563
itll	0.461	60	40
factor	-0.006	82	88
unfollow	0.001	137	146
similar	0.610	303	175
suck	-1.327	652	2622
bother	-0.603	76	149
brings	0.891	404	176
fellow	1.271	581	173
awkward	-0.097	171	201
accent	1.032	207	78
sweet	1.365	5456	1484
destination	0.757	91	45
you'll	1.193	2959	956
rumours	-0.342	23	35
alarm	-0.866	211	536
foul	-0.611	27	54
lady	0.565	1603	971
aside	0.311	113	88
offensive	-0.393	18	29
surprised	0.978	438	175
talkative	0.246	11	9
offense	0.064	18	18
pronounce	1.855	35	5
concerned	-0.349	89	135
rhyme	1.088	38	13
adds	0.524	64	40
NOT FOUND
reveal	1.162	44	14
smelling	0.096	61	59
disrespect	-0.917	2	7
pong	0.625	113	64
fade	-0.546	24	45
carrots	0.437	60	41
including	0.403	312	222
wild	0.719	390	202
headline	0.036	35	36
eventually	0.487	274	179
sees	0.341	94	71
practical	0.084	48	47
thankful	1.441	340	85
dried	-0.156	56	70
chillin	0.886	1130	496
diet	-0.301	369	532
saga	0.630	73	41
drama	-0.310	376	547
truly	0.551	562	345
flooding	-0.629	29	59
ask	0.747	1983	1001
hate	-1.911	2244	16179
feedback	2.053	423	57
beef	0.531	173	108
plants	-0.157	149	186
stronger	0.429	97	67
diversity	1.271	638	190
twilight	1.316	6	1
silly	0.355	821	613
awesome	1.910	18	2
former	0.380	117	85
writers	0.223	101	86
complaint	-0.234	25	34
laughs	1.213	220	69
owned	0.208	103	89
8th	0.044	202	206
deserve	1.186	650	211
charming	0.986	87	34
lists	0.692	89	47
most	0.297	4108	3254
veggie	0.457	122	82
reminder	1.312	243	69
badass	0.881	119	52
gurl	0.520	179	113
statements	0.275	20	16
latte	0.606	171	99
concern	0.654	82	45
vitamin	0.308	96	75
nobody	-1.226	319	1161
urge	-0.361	101	155
nun	0.017	20	21
granny	0.251	87	72
died	-2.412	258	3078
skills	0.774	296	145
entirely	-0.061	82	93
big	0.233	5378	4540
lips	-0.007	163	175
pun	0.564	65	39
judge	0.338	99	75
expert	1.494	137	32
exams	-0.635	1154	2322
fortune	0.478	111	73
sir	1.379	763	204
spy	0.947	103	42
ole	0.280	107	86
cage	-0.259	83	115
argument	-0.114	66	79
hidden	0.362	92	68
chatted	0.918	46	19
also	0.275	5524	4471
remembers	0.425	55	38
headache	-2.435	374	4560
whining	-0.009	52	56
safety	0.011	73	77
kidding	0.500	678	438
cared	-0.629	20	41
screens	-0.015	48	52
handy	1.361	182	49
you're	0.932	12911	5420
miss	-1.686	5041	29016
reaction	-0.045	138	154
surprised	0.978	438	175
previously	0.218	27	23
nature	0.534	239	149
small	0.104	1080	1037
caring	0.820	114	53
phones	-0.750	178	403
ordinary	0.256	39	32
culture	0.577	111	66
you'll	1.193	2959	956
marry	0.998	223	87
salt	0.077	151	149
illegal	-0.501	57	101
lasted	-0.866	74	189
forever	-0.266	871	1212
disgusting	-1.564	52	269
desert	0.083	102	100
11th	0.257	107	88
promises	0.186	51	45
mister	0.779	138	67
sin	0.004	64	68
25th	0.419	106	74
garbage	-0.508	56	100
expected	-0.177	245	312
cleaning	-0.140	1240	1520
museum	1.061	506	186
retweet	1.615	518	109
perfect	1.113	2381	833
peace	0.663	1103	605
delicious	1.128	866	298
celebs	0.486	150	98
gain	0.027	105	109
personally	0.936	219	91
recommend	1.615	480	101
incredible	1.077	401	145
calm	0.643	272	152
bedtime	0.325	382	294
author	0.861	110	49
ego	0.835	118	54
holds	0.301	103	81
entertained	1.181	109	35
props	1.577	208	45
cud	-0.488	90	157
conversations	0.885	149	65
meals	0.356	70	52
productive	1.181	708	231
song	1.161	6868	2292
choc	0.403	131	93
sugar	0.317	415	322
repeat	0.432	307	212
melt	0.152	82	75
p	0.109	544	520
potato	0.547	187	115
celebrity	0.478	232	153
trip	0.290	2489	1984
twins	0.606	183	106
kids	0.166	2786	2516
just	0.061	60044	60198
begin	0.572	363	218
tip	1.017	497	191
falling	-0.436	479	790
counter	-0.494	66	116
personal	0.617	573	329
problem	-0.721	745	1634
totally	0.045	3304	3368
too	-0.212	25583	33694
express	0.283	177	142
prove	0.701	122	64
forgotten	-0.556	154	287
playlist	1.281	259	76
secret	0.831	669	310
sugar	0.317	415	322
affect	-0.538	22	41
perfect	1.113	2381	833
necessary	0.412	101	71
niece	0.440	302	207
fond	0.831	55	25
singing	0.845	1141	522
spell	0.431	230	159
arrive	0.236	246	207
gf	-0.056	228	257
typical	-0.312	159	232
completely	-0.476	602	1033
marry	0.998	223	87
wearing	0.245	855	713
excuses	0.424	42	29
lets	1.075	1758	639
bothered	-0.707	36	79
dick	-0.007	164	176
worn	-0.488	94	164
regret	-1.428	69	310
spoil	0.080	62	61
gun	0.235	139	117
brilliant	1.265	777	233
necessary	0.412	101	71
degree	-0.300	177	255
blow	-0.163	207	260
gay	0.757	5	2
bored	-1.209	2158	7710
compare	1.175	81	26
wicked	0.504	381	245
lie	-0.282	287	406
excited	1.392	7174	1900
wonderful	1.647	3106	637
learning	0.605	836	486
thought	-0.110	4512	5368
quite	0.493	2292	1492
exactly	0.494	1114	724
expecting	-0.237	156	211
style	1.111	689	241
using	0.900	2943	1275
injuries	-1.108	21	70
pumpkin	0.462	66	44
accomplish	0.757	49	24
prix	-0.015	60	65
trailer	0.999	947	371
tooo	-0.183	260	333
speaker	0.253	80	66
contest	0.424	419	292
build	0.317	303	235
biking	0.385	101	73
keynote	0.461	60	40
stalk	0.887	138	60
ure	0.397	112	80
amusing	1.980	196	28
happend	-1.506	30	148
lazy	0.129	1208	1132
sailing	0.852	76	34
30th	0.434	112	77
grew	0.158	154	140
hyper	0.641	145	81
frequently	0.064	34	34
head	-0.466	2864	4864
dutch	0.712	152	79
original	0.562	432	262
paper	-0.214	896	1183
creatures	-0.083	37	43
embarrassing	-0.613	60	119
bass	0.562	218	132
hurt	-2.050	457	3790
reference	1.010	169	65
clouds	-0.586	200	384
pronounce	1.855	35	5
debate	0.704	92	48
content	0.907	371	159
dictionary	0.786	69	33
lobster	-0.249	97	133
sue	0.767	102	50
passed	-0.619	597	1182
NOT FOUND
approve	1.573	103	22
completed	0.773	253	124
planned	0.003	365	388
grammar	-0.111	62	74
belong	1.037	179	67
secret	0.831	669	310
frogs	0.156	33	30
visitors	0.476	76	50
discouraged	-2.932	1	39
